,Conditions,Drug,Smiles,Phases,Disease
447,Crohn's Disease,Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,PHASE2,digestive_system_disease
448,Colorectal Cancer Metastatic|C-met Overexpression,Tivantinib,C1CC2=C3C(=CC=C2)C(=CN3C1)C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,PHASE2,digestive_system_disease
449,Hepatitis C|Hepatitis,Merimepodib,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)OC3CCOC3)C4=CN=CO4,PHASE2,digestive_system_disease
450,Hypercholesterolemia,Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,PHASE2,digestive_system_disease
451,Crohn's Disease,Naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,PHASE2,digestive_system_disease
452,Hepatic Impairment,Narlaprevir,CCCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3C(C3(C)C)CN2C(=O)C(C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,PHASE1,digestive_system_disease
453,Crohn's Disease,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,PHASE1|PHASE2,digestive_system_disease
454,Crohn's Disease,Mesna,C(CS(=O)(=O)[O-])S.[Na+],PHASE1|PHASE2,digestive_system_disease
455,Primary Sclerosing Cholangitis,Volixibat,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)C(C1O)C3=CC(=CC=C3)NC(=O)NC4C(C(C(C(O4)COS(=O)(=O)O)O)OCC5=CC=CC=C5)O)CC,PHASE2,digestive_system_disease
456,HEPATOCELLULAR CARCINOMA,Darinaparsin,C[As](C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,PHASE2,digestive_system_disease
457,Hepatitis C|Hepatitis C Virus,Fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,PHASE2,digestive_system_disease
458,Irritable Bowel Syndrome,Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,PHASE2,digestive_system_disease
459,Irritable Bowel Syndrome,Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHASE2,digestive_system_disease
460,Colon Cancer|Colorectal Cancer|Rectal Cancer,Pegfilgrastim,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,PHASE2,digestive_system_disease
461,Hyperinsulinemic Hypoglycemia|Post Gastrointestinal Tract Surgery Hypoglycaemia,Pasireotide,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,PHASE1,digestive_system_disease
462,Chronic Hepatitis C Infection,Dasabuvir,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,PHASE2|PHASE3,digestive_system_disease
463,MALT Lymphoma,Bortezomib,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,PHASE2,digestive_system_disease
464,Metastatic Colorectal Cancer|MSS,Maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,PHASE1,digestive_system_disease
465,"Esophagus Cancer, Adenocarcinoma|Stomach Cancer, Adenocarcinoma",Rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,PHASE1|PHASE2,digestive_system_disease
466,Metastatic Colorectal Cancer,Napabucasin,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,PHASE1|PHASE2,digestive_system_disease
467,Ulcerative Colitis,Apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,PHASE2,digestive_system_disease
468,Pancreatic Cancer,Ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,PHASE2,digestive_system_disease
469,Chronic Hepatitis C Virus,Samatasvir,CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C=C3)C4=CSC5=C4SC=C5C6=CC=C(C=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)NC(=O)OC,PHASE2,digestive_system_disease
470,Hepatic Impairment,Deferasirox,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,PHASE1,digestive_system_disease
471,HCV Infection,Norgestimate,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,PHASE1,digestive_system_disease
472,Cystic Fibrosis,Cavosonstat,C1=CC(=C(C=C1C(=O)O)Cl)C2=NC3=C(C=C2)C=C(C=C3)O,PHASE2,digestive_system_disease
473,Non-Alcoholic Fatty Liver Disease,Cholecalciferol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,PHASE2,digestive_system_disease
474,Crohn Disease,Neomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PHASE2,digestive_system_disease
475,Primary Biliary Cholangitis (PBC),Elafibranor,CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)C=CC(=O)C2=CC=C(C=C2)SC,PHASE2,digestive_system_disease
476,Moderate Hepatic Impairment|Severe Hepatic Impairment|Healthy Volunteers,Lorlatinib,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,PHASE1,digestive_system_disease
477,Crohn Disease|Ulcerative Colitis,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PHASE1,digestive_system_disease
478,Crohn Disease|Ulcerative Colitis,Dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,PHASE1,digestive_system_disease
479,Hepatocellular Carcinoma,Sonidegib,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,PHASE1,digestive_system_disease
480,Cystic Fibrosis,Tezacaftor,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,PHASE2,digestive_system_disease
481,Hepatic Impairment,Deflazacort,CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,PHASE1,digestive_system_disease
482,Gastroenteritis Escherichia Coli,Aspartame,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,PHASE1,digestive_system_disease
483,Hepatitis C,Pibrentasvir,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,PHASE2,digestive_system_disease
484,Pancreatic Adenocarcinoma|Recurrent Pancreatic Carcinoma|Stage III Pancreatic Cancer AJCC v6 and v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Unresectable Pancreatic Carcinoma,Dinaciclib,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,PHASE1,digestive_system_disease
485,Mucositis|Nephrotoxicity|Ototoxicity,Tempol,CC1(CC(CC(N1[O])(C)C)O)C,PHASE2,digestive_system_disease
486,"Hepatitis C, Chronic",Celgosivir,CCCC(=O)OC1CN2CCC(C2C(C1O)O)O,PHASE2,digestive_system_disease
487,Digestive Oncology|Supportive Care,Donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,PHASE2,digestive_system_disease
488,Functional Abdominal Pain|Irritable Bowel Syndrome|Functional Dyspepsia,Simethicone,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,PHASE1,digestive_system_disease
489,Colorectal Neoplasm|Digestive System Neoplasm,Flucytosine,C1=NC(=O)NC(=C1F)N,PHASE1|PHASE2,digestive_system_disease
490,Esophageal Achalasia,Ceftazidime,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],PHASE2|PHASE3,digestive_system_disease
491,Healthy Volunteers,Clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,PHASE1,digestive_system_disease
492,Irritable Bowel Syndrome,Milnacipran,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,PHASE2,digestive_system_disease
493,Nonalcoholic Fatty Liver Disease (NAFLD)|Type 2 Diabetes (T2DM),Lanifibranor,C1=CC2=C(C=C1S(=O)(=O)N3C4=C(C=C(C=C4)Cl)C=C3CCCC(=O)O)SC=N2,PHASE2,digestive_system_disease
494,Acquired Hyperinsulinemic Hypoglycemia,Avexitide,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N,PHASE2,digestive_system_disease
495,Pancreas Cancer|Pancreatic Cancer|Cancer of the Pancreas,Dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,PHASE1,digestive_system_disease
496,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Chemotherapy-Induced Peripheral Neuropathy|Digestive System Carcinoma|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8,Lorcaserin,CC1CNCCC2=C1C=C(C=C2)Cl,PHASE1,digestive_system_disease
497,Hepatic Impairment,Hydrocodone,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,PHASE1,digestive_system_disease
498,Non-Small Cell Lung Cancer|Breast Cancer|Pancreatic Cancer,Ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,PHASE1|PHASE2,digestive_system_disease
499,Advanced Lymphoma|Advanced Malignant Solid Neoplasm|Advanced Pancreatic Carcinoma|B-Cell Non-Hodgkin Lymphoma|Metastatic Pancreatic Carcinoma|Refractory B-Cell Non-Hodgkin Lymphoma|Refractory Lymphoma|Refractory Malignant Solid Neoplasm|Refractory Pancreatic Carcinoma|Refractory T-Cell Non-Hodgkin Lymphoma|Stage II Pancreatic Cancer AJCC v8|Stage III Pancreatic Cancer AJCC v8|Stage IV Pancreatic Cancer AJCC v8|Unresectable Pancreatic Carcinoma,Entinostat,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,PHASE1|PHASE2,digestive_system_disease
500,Chronic Hepatitis B,Telbivudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,PHASE1|PHASE2,digestive_system_disease
501,Cryptosporidiosis|HIV Infections,Paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PHASE2,digestive_system_disease
502,Hepatic Impairment,Danicopan,CC1=NC=C(C=N1)C2=CC3=C(C=C2)N(N=C3C(=O)C)CC(=O)N4CC(CC4C(=O)NC5=NC(=CC=C5)Br)F,PHASE1,digestive_system_disease
503,Irritable Bowel Syndrome (IBS),Solabegron,C1=CC(=CC(=C1)C(=O)O)C2=CC(=CC=C2)NCCNCC(C3=CC(=CC=C3)Cl)O,PHASE1,digestive_system_disease
504,Liver Cirrhosis,Apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,PHASE2,digestive_system_disease
505,Liver Cirrhosis,Edoxaban,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,PHASE2,digestive_system_disease
506,Hepatocellular Carcinoma,Pirarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6,PHASE2|PHASE3,digestive_system_disease
507,Crohn Disease,Xanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,PHASE2,digestive_system_disease
508,Non-Small Cell Lung Cancer,Pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1,digestive_system_disease
509,Hepatic Encephalopathy|Acute-On-Chronic Liver Failure,Lactulose,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PHASE1,digestive_system_disease
510,"Urinary Incontinence, Stress|Fecal Incontinence",Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,PHASE1,digestive_system_disease
511,Non Alcoholic Steatohepatitis (NASH),Icosabutate,CCC=CCC=CCC=CCC=CCC=CCCCCOC(CC)C(=O)O,PHASE2,digestive_system_disease
512,Inflammatory Bowel Disease,Filgotinib,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,PHASE2,digestive_system_disease
513,Nalbuphine|Hepatic Impairment,Nalbuphine,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,PHASE1,digestive_system_disease
514,Esophageal Cancer,Endostar,CN(CC(=O)C1=CC=CC=C1)N=O,PHASE2,digestive_system_disease
515,Cystic Fibrosis,Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,PHASE1,digestive_system_disease
516,Crohn's Disease|Abdominal Pain,Olorinab,CC(C)(C)C(CO)NC(=O)C1=NN(C2=C1CC3C2C3)C4=NC=C[N+](=C4)[O-],PHASE2,digestive_system_disease
517,Congenital Hyperinsulinism|Insulinoma,Fluorodopa,C1=C(C(=CC(=C1O)O)F)CC(C(=O)O)N,PHASE1,digestive_system_disease
518,"Melanoma|Solid Tumor|CRAF Gene Amplification|RAF1 Gene Amplification|BRAF Gene Fusion|BRAF Fusion|CRAF Gene Fusion|CRAF Fusion|RAF1 Gene Fusion|RAF1 Fusion|Thyroid Cancer, Papillary|Spitzoid Melanoma|Pilocytic Astrocytoma|Pilocytic Astrocytoma, Adult|Non Small Cell Lung Cancer|Non-Small Cell Adenocarcinoma|Colorectal Cancer|Pancreatic Acinar Carcinoma|Spitzoid Malignant Melanoma|Bladder Cancer|Bladder Urothelial Carcinoma|MAP Kinase Family Gene Mutation|RAS Mutation|RAF Mutation|MEK Mutation",Tovorafenib,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl,PHASE1|PHASE2,digestive_system_disease
519,HepatoCellular Carcinoma|Portal Vein Tumor Thrombosis,Lipotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)OC(=O)C(C)ON=C6C7=C(C(=CC(=C7)[N+](=O)[O-])[N+](=O)[O-])C8=C6C=C(C=C8[N+](=O)[O-])[N+](=O)[O-],PHASE1|PHASE2,digestive_system_disease
520,Severe Hepatic Impairment,Vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,PHASE1,digestive_system_disease
521,Anatomic Stage IV Breast Cancer AJCC v8|Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Locally Advanced Malignant Solid Neoplasm|Locally Advanced Melanoma|Locally Advanced Primary Malignant Central Nervous System Neoplasm|Locally Advanced Sarcoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Primary Malignant Central Nervous System Neoplasm|Metastatic Sarcoma|Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8|Stage IIIC Colorectal Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Colorectal Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IVA Colorectal Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Colorectal Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Stage IVC Colorectal Cancer AJCC v8,Avapritinib,CC(C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,PHASE2,digestive_system_disease
522,Non-Alcoholic Fatty Liver Disease,Gemcabene,CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O,PHASE2,digestive_system_disease
523,Hepatic Impairment,Enasidenib,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,PHASE1,digestive_system_disease
524,Gastroparesis,Erythromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,PHASE2,digestive_system_disease
525,Eosinophilic Esophagitis,Montelukast,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,PHASE1,digestive_system_disease
526,Ulcerative Colitis|Pouchitis|Ileitis|Inflammatory Bowel Disease,Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,PHASE1|PHASE2,digestive_system_disease
527,Gastroesophageal Reflux Disease,Lesogaberan,C(C(C[P+](=O)O)F)N,PHASE2,digestive_system_disease
528,Rectal Cancer,Epacadostat,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,PHASE1|PHASE2,digestive_system_disease
529,Gastroparesis,Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,PHASE1,digestive_system_disease
530,Pancreas Cancer,Plerixafor,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,PHASE1,digestive_system_disease
531,ERCP|Pancreatitis,Valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,PHASE2|PHASE3,digestive_system_disease
532,Colorectal Adenocarcinoma|CpG Island Methylator Phenotype|Metastatic Microsatellite Stable Colorectal Carcinoma|Refractory Colorectal Carcinoma|Stage IV Colorectal Cancer AJCC v8|Stage IVA Colorectal Cancer AJCC v8|Stage IVB Colorectal Cancer AJCC v8|Stage IVC Colorectal Cancer AJCC v8,Guadecitabine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O,PHASE1|PHASE2,digestive_system_disease
533,Hepatitis C,Buprenorphine,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,PHASE1,digestive_system_disease
534,Hepatitis C,Naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,PHASE1,digestive_system_disease
535,Colorectal Cancer,Pacritinib,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,PHASE2,digestive_system_disease
536,Mucositis,Bupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,PHASE2,digestive_system_disease
537,Mucositis,Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,PHASE2,digestive_system_disease
538,Appendicitis Acute,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O,PHASE2,digestive_system_disease
539,Unresectable Hepatocellular Carcinoma,Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,PHASE1|PHASE2,digestive_system_disease
540,Hepatitis C,Darunavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,PHASE1,digestive_system_disease
541,Hepatitis C,Lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,PHASE1,digestive_system_disease
542,Hepatitis B,Alendronate,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,PHASE1,digestive_system_disease
543,Neoplasms|Pancreatic Neoplasms,Glufosfamide,C(CCl)NP(=O)(NCCCl)OC1C(C(C(C(O1)CO)O)O)O,PHASE1|PHASE2,digestive_system_disease
544,Hepatopulmonary Syndrome,Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,PHASE2,digestive_system_disease
545,Colorectal Cancer|Rectal Bleeding,Desmopressin,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,PHASE2,digestive_system_disease
546,HCV Infection,Voxilaprevir,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,PHASE1,digestive_system_disease
547,Sickle Cell Disease|Thalassemia|Severe Congenital Neutropenia|Diamond-Blackfan Anemia|Shwachman-Diamond Syndrome,Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,PHASE2|PHASE3,digestive_system_disease
548,Colorectal Cancer|Colorectal Cancer Metastatic|Colorectal Cancer Recurrent,Famitinib,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C,PHASE2,digestive_system_disease
549,"Hepatitis C, Chronic",Faldaprevir,CC(C)C(=O)NC1=NC(=CS1)C2=NC3=C(C=CC(=C3Br)OC)C(=C2)OC4CC(N(C4)C(=O)C(C(C)(C)C)NC(=O)OC5CCCC5)C(=O)NC6(CC6C=C)C(=O)O,PHASE2,digestive_system_disease
550,Hyperinsulinemic Hypoglycemia,Glucagon,CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N,PHASE2,digestive_system_disease
551,Hepatic Impairment,Midostaurin,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,PHASE1,digestive_system_disease
552,Gastric Cancer|Stomach Cancer,Famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,PHASE2,digestive_system_disease
553,Hepatic Impairment,Istradefylline,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C,PHASE1,digestive_system_disease
554,Metastatic Colorectal Carcinoma|Stage IV Colorectal Cancer AJCC v8|Stage IVA Colorectal Cancer AJCC v8|Stage IVB Colorectal Cancer AJCC v8|Stage IVC Colorectal Cancer AJCC v8,Riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,PHASE1,digestive_system_disease
